,id_x,track.artists,track.name,playlist_id,name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,track.popularity
13366,0rRtQsqQAaS45dgHfd8t1l,The Freed,Thunder,37i9dQZF1DWWiuGVvOB4uo,Cozy Coffeehouse Covers,0.857,0.31,6,-12.924,0,0.0518,0.957,0.225,0.107,0.636,129.961,204231,4,51.0
13367,5D0vkvek3pOkxk0udva7Yw,Music Travel Love,Let Her Go,37i9dQZF1DWWiuGVvOB4uo,Cozy Coffeehouse Covers,0.633,0.543,2,-5.796,1,0.114,0.687,2.49e-06,0.317,0.573,75.224,175040,4,54.0
13368,3c7TKVVuRrsem9PdJM0D0L,Sarah Jarosz,my future,37i9dQZF1DWWiuGVvOB4uo,Cozy Coffeehouse Covers,0.412,0.112,8,-11.433,1,0.033,0.948,0.0,0.104,0.28,107.747,191758,4,44.0
13369,1DcKLf37erdwo5A3rEw9qL,The Mayries,I Love The Way You Love Me,37i9dQZF1DWWiuGVvOB4uo,Cozy Coffeehouse Covers,0.495,0.318,2,-13.144,1,0.0298,0.824,0.0,0.149,0.356,84.863,203232,4,48.0
13370,7MOGp0X4VUfsvlZQFpKVhY,Fahrenhaidt,Brief and Beautiful,37i9dQZF1DWWiuGVvOB4uo,Cozy Coffeehouse Covers,0.553,0.395,5,-8.317,1,0.0321,0.922,0.00112,0.11,0.355,79.937,219268,4,47.0
13371,01sHaFgDKSq32CO7M7zc3p,NTMY,End Of The Road,37i9dQZF1DWWiuGVvOB4uo,Cozy Coffeehouse Covers,0.67,0.08,4,-14.284,1,0.0484,0.904,0.0,0.108,0.422,129.946,195871,3,46.0
13372,1g4d7RpKk65jnx2qKZXRH5,Water and Salt,Lover,37i9dQZF1DWWiuGVvOB4uo,Cozy Coffeehouse Covers,0.37,0.149,0,-13.729,1,0.0332,0.867,6.21e-06,0.116,0.177,184.254,242012,3,44.0
13373,0J4sK2VO75cRSVoj0FokQn,Canyon City,Fix You,37i9dQZF1DWWiuGVvOB4uo,Cozy Coffeehouse Covers,0.522,0.152,2,-14.996,1,0.0303,0.788,2.37e-05,0.148,0.133,144.055,261667,4,60.0
13375,5mFrdpvoxokKCWp9uHE1ok,Lúc,No Air,37i9dQZF1DWWiuGVvOB4uo,Cozy Coffeehouse Covers,0.674,0.116,9,-13.448,1,0.0375,0.862,0.0,0.0979,0.21,129.976,199114,4,52.0
13377,1bmt9LlrjBT0JH1nHpoiaI,OSIS,She Doesn't Mind,37i9dQZF1DWWiuGVvOB4uo,Cozy Coffeehouse Covers,0.657,0.429,10,-8.892,1,0.0281,0.626,0.0,0.114,0.248,105.955,209090,4,53.0
13378,7e5dQ0xfbBFC4RWg7ogstX,Suzana Maximiliano,Lightning Crashes,37i9dQZF1DWWiuGVvOB4uo,Cozy Coffeehouse Covers,0.344,0.311,11,-9.909,1,0.0377,0.844,5.32e-05,0.11,0.142,79.555,281063,4,43.0
13379,39gE6tDHRL072PInfAabLi,Brimsley,First Time,37i9dQZF1DWWiuGVvOB4uo,Cozy Coffeehouse Covers,0.449,0.503,8,-7.895,1,0.0473,0.774,2.86e-06,0.218,0.156,81.561,193756,4,45.0
13380,2mqO0ZAmZKQbv8WBtnviS9,Layla and Jonah,Sunflower,37i9dQZF1DWWiuGVvOB4uo,Cozy Coffeehouse Covers,0.619,0.208,0,-13.84,1,0.0323,0.934,1.99e-05,0.104,0.451,163.989,189038,4,44.0
13381,4Q28TwldTqBGxYfyWaYPFL,Becca Adams,Pretty Girl - Acoustic Version,37i9dQZF1DWWiuGVvOB4uo,Cozy Coffeehouse Covers,0.489,0.25,8,-11.975,1,0.0335,0.925,0.0,0.126,0.435,175.901,180828,4,54.0
13382,6KVfTNTUKV0iiMZhPp9izj,"Mother's Daughter, Beck Pete",I Swear,37i9dQZF1DWWiuGVvOB4uo,Cozy Coffeehouse Covers,0.675,0.149,4,-13.699,1,0.0347,0.893,1.77e-05,0.109,0.22,119.912,237969,4,47.0
13383,0zJiXWM4feXKdsCS3vmPhH,Madison Malone,Dreams,37i9dQZF1DWWiuGVvOB4uo,Cozy Coffeehouse Covers,0.342,0.164,5,-11.435,1,0.0309,0.958,0.0,0.0825,0.12,109.188,266662,4,42.0
13384,3d4k38C0dO6BWOkPn62eey,"Lilith Merlot, Serge Dusault",Speak Your Heart,37i9dQZF1DWWiuGVvOB4uo,Cozy Coffeehouse Covers,0.453,0.206,1,-10.764,0,0.0305,0.925,6.42e-05,0.0937,0.0565,104.96,227062,3,45.0
13386,1JWtd8xh4Q5dyvnpBKh8L0,Gregory Alan Isakov,Salt And The Sea,37i9dQZF1DWWiuGVvOB4uo,Cozy Coffeehouse Covers,0.605,0.219,9,-14.358,0,0.0264,0.929,0.00625,0.0866,0.162,92.407,262526,4,56.0
13387,2pPPW5MlJg0JUPdqTrV3Ll,Chris Moreno,Fast Car,37i9dQZF1DWWiuGVvOB4uo,Cozy Coffeehouse Covers,0.682,0.431,8,-6.523,1,0.0265,0.817,0.0,0.151,0.399,98.028,247500,4,42.0
13388,2MsN67ggzmrJFxZ7xMO0Im,"Beven Fonseca, Sonia Saigal",Promise Me,37i9dQZF1DWWiuGVvOB4uo,Cozy Coffeehouse Covers,0.575,0.462,9,-3.657,0,0.0286,0.907,0.000385,0.0987,0.201,121.864,189000,4,43.0
13389,0GehqN1MkS7feXJWWk97KU,Rosie Carney,High And Dry,37i9dQZF1DWWiuGVvOB4uo,Cozy Coffeehouse Covers,0.474,0.145,4,-14.402,1,0.0348,0.911,0.000991,0.126,0.157,106.597,232000,5,55.0
13391,6J3yPTOppEmWRAWf03f4HP,Colder Shoulders,Pure Shores,37i9dQZF1DWWiuGVvOB4uo,Cozy Coffeehouse Covers,0.594,0.206,7,-12.803,1,0.0325,0.914,7.13e-05,0.116,0.304,129.875,199595,4,47.0
13392,1iQ1BpOGF1Umd3lpTV4OPO,Roses & Frey,With or Without You,37i9dQZF1DWWiuGVvOB4uo,Cozy Coffeehouse Covers,0.641,0.147,11,-14.812,1,0.0337,0.954,1.91e-06,0.111,0.287,111.913,166943,4,53.0
13393,7D1eleriDUxiD9BoxnGBV9,The Lidls,Let Me Love You,37i9dQZF1DWWiuGVvOB4uo,Cozy Coffeehouse Covers,0.455,0.47,0,-9.349,0,0.288,0.762,0.0,0.112,0.491,188.082,168636,4,45.0
13394,3pDR6ZxaCVn7gPd7PhgxiI,The Mistrals,Nevermind,37i9dQZF1DWWiuGVvOB4uo,Cozy Coffeehouse Covers,0.629,0.129,5,-18.317,0,0.0434,0.918,0.0,0.133,0.557,120.175,196012,4,39.0
13395,3zYvxKKjKpF8swPtMC2EwL,Dan Berk,Burn,37i9dQZF1DWWiuGVvOB4uo,Cozy Coffeehouse Covers,0.357,0.172,6,-14.027,1,0.0457,0.928,7.98e-06,0.108,0.422,183.346,206101,5,52.0
13396,11X4Gw3T4hoktVruLgTnm1,José González,Heartbeats,37i9dQZF1DWWiuGVvOB4uo,Cozy Coffeehouse Covers,0.554,0.15,3,-16.746,1,0.0338,0.974,0.735,0.0698,0.314,87.956,160240,4,66.0
13397,6lfxq3CG4xtTiEg7opyCyx,Kina Grannis,Can't Help Falling In Love,37i9dQZF1DWWiuGVvOB4uo,Cozy Coffeehouse Covers,0.266,0.0596,0,-18.515,1,0.0363,0.905,7.07e-05,0.132,0.143,181.74,201933,3,71.0
13398,3OwhqIxSDPx2VrqtJ7s7sD,Citycreed,Happier,37i9dQZF1DWWiuGVvOB4uo,Cozy Coffeehouse Covers,0.49,0.172,5,-13.828,1,0.0351,0.933,0.0,0.129,0.351,182.113,149391,4,48.0
13399,6lkqQkiH2XsllW3EmsddH3,"Blended Colours, Summer Haze",Hurt Somebody,37i9dQZF1DWWiuGVvOB4uo,Cozy Coffeehouse Covers,0.405,0.207,5,-14.984,1,0.0315,0.916,0.000462,0.107,0.256,174.046,207554,4,44.0
13400,30AOB0nWOlkklLWXRLGjk5,Sara Farell,Issues - Acoustic,37i9dQZF1DWWiuGVvOB4uo,Cozy Coffeehouse Covers,0.627,0.307,6,-6.994,1,0.0313,0.742,0.0,0.106,0.471,104.669,189732,4,49.0
13401,3bkrE2TqHt5o8OZmvdtlfv,"Kina Grannis, Imaginary Future",Stand by Me,37i9dQZF1DWWiuGVvOB4uo,Cozy Coffeehouse Covers,0.687,0.0342,0,-17.973,1,0.0425,0.874,0.0,0.113,0.171,100.072,142050,4,48.0
13402,7gIbckZg2u07UCx5GH1cyX,"Halloran & Kate, Kaitie Forbes",Capital Letters,37i9dQZF1DWWiuGVvOB4uo,Cozy Coffeehouse Covers,0.655,0.264,8,-10.831,1,0.0295,0.855,0.0,0.124,0.379,115.976,222112,4,48.0
13403,5L6dqgjZVv8doJFtlar1I5,Lúc,Best Part,37i9dQZF1DWWiuGVvOB4uo,Cozy Coffeehouse Covers,0.637,0.0825,7,-15.955,1,0.0328,0.931,2.93e-06,0.111,0.225,109.556,238821,4,41.0
13404,1ir0M7NQAr7r5mLit1xUq3,Linn Brikell,Giant,37i9dQZF1DWWiuGVvOB4uo,Cozy Coffeehouse Covers,0.45,0.211,4,-10.099,0,0.0409,0.811,0.0,0.106,0.162,167.863,179510,4,44.0
13406,5q5dBBOHMnVnWaaRBdqBJE,Layla and Jonah,When The Party's Over,37i9dQZF1DWWiuGVvOB4uo,Cozy Coffeehouse Covers,0.648,0.189,4,-10.367,1,0.0337,0.959,0.0,0.126,0.135,117.663,199927,3,39.0
13407,6Qa0pmGUAcl2TA0ZD3b448,NTMY,Goodbyes,37i9dQZF1DWWiuGVvOB4uo,Cozy Coffeehouse Covers,0.731,0.084,6,-18.881,1,0.0421,0.918,0.0,0.118,0.526,111.822,125895,4,44.0
13408,7zcAFwEbHXNeIePVwMEIkS,Bailey Jehl,These Days,37i9dQZF1DWWiuGVvOB4uo,Cozy Coffeehouse Covers,0.598,0.155,0,-13.336,1,0.0379,0.901,0.0,0.117,0.198,133.685,151792,4,46.0
13409,6k3wI7hjfJgerqdp7pxnAb,Shelby Park,How to Save a Life,37i9dQZF1DWWiuGVvOB4uo,Cozy Coffeehouse Covers,0.619,0.169,2,-10.63,1,0.0304,0.874,0.0,0.113,0.221,90.076,265593,4,47.0
13410,4r4aTOJc7K3iUIU3MEPw6I,Lola Rhodes,Be Alright,37i9dQZF1DWWiuGVvOB4uo,Cozy Coffeehouse Covers,0.664,0.177,1,-13.54,1,0.0335,0.856,0.0,0.136,0.29,105.008,180466,4,57.0
13412,2RJaWX69GrNwbARQrQYAL2,Sara Farell,How To Love,37i9dQZF1DWWiuGVvOB4uo,Cozy Coffeehouse Covers,0.702,0.175,11,-13.356,1,0.0672,0.869,0.0,0.0995,0.445,136.068,212176,4,40.0
13413,3lPtqlfDC01vQg8ceLfYRi,Ben Botfield,Let Me Go,37i9dQZF1DWWiuGVvOB4uo,Cozy Coffeehouse Covers,0.646,0.209,8,-10.726,1,0.0463,0.892,4.47e-06,0.103,0.59,84.894,150612,4,43.0
13414,2xHKGx65VCsJgU83Bvh4j7,Bailey Jehl,Apologize,37i9dQZF1DWWiuGVvOB4uo,Cozy Coffeehouse Covers,0.566,0.168,3,-12.483,1,0.0372,0.812,0.0,0.125,0.238,116.286,181597,4,51.0
13416,6jI7yZWYt9xcmF5iDBJnHL,Thomas Daniel,Lovely,37i9dQZF1DWWiuGVvOB4uo,Cozy Coffeehouse Covers,0.677,0.19,2,-10.761,0,0.0298,0.883,0.0,0.0951,0.378,99.956,189651,4,46.0
13417,2gPJ00vC3WKoAja0rNk0F1,Clementine Duo,Most Girls - Acoustic,37i9dQZF1DWWiuGVvOB4uo,Cozy Coffeehouse Covers,0.603,0.332,11,-8.261,1,0.0412,0.792,0.0,0.128,0.492,173.9,237394,4,47.0
13418,3tjjCCdXSdaVEo4q4y071G,Tobey Rosen,Whole Again - Acoustic Version,37i9dQZF1DWWiuGVvOB4uo,Cozy Coffeehouse Covers,0.736,0.145,11,-9.215,1,0.0336,0.855,0.0,0.108,0.235,129.832,157232,4,52.0
13419,2GSLoT7abyYGchSSDCpWEI,Tate McRae,Heather - Spotify Singles,37i9dQZF1DWWiuGVvOB4uo,Cozy Coffeehouse Covers,0.569,0.271,10,-10.969,1,0.0271,0.886,0.0,0.103,0.352,91.888,190652,4,58.0
13420,7tGQnE7ZroxkStpXSmcH0q,Colouring,I Can't Make You Love Me,37i9dQZF1DWWiuGVvOB4uo,Cozy Coffeehouse Covers,0.358,0.157,5,-15.79,1,0.0376,0.966,0.000803,0.0935,0.25,120.637,277377,4,44.0
13421,1i4I5mPDn6GdHlO43c2O27,Ben & Tim,Eastside,37i9dQZF1DWWiuGVvOB4uo,Cozy Coffeehouse Covers,0.756,0.117,9,-16.93,1,0.0495,0.86,0.0,0.138,0.512,116.145,210581,4,42.0
13422,68Vnmq4o96QQ0aVSZm43eK,"Treadlights, Aikani",I Don't Care,37i9dQZF1DWWiuGVvOB4uo,Cozy Coffeehouse Covers,0.721,0.183,8,-13.043,1,0.0502,0.887,0.0,0.108,0.734,77.983,229969,4,43.0
13423,4jsg0MoCQJRW8A3UQEUseR,Highland Peak,Lose You To Love Me - Acoustic,37i9dQZF1DWWiuGVvOB4uo,Cozy Coffeehouse Covers,0.576,0.219,4,-11.246,0,0.0278,0.845,0.0,0.0875,0.359,79.81,254872,3,48.0
13424,2nYRexPm8vndayCOHgbovU,Halloran & Kate,We Can't Stop - Acoustic,37i9dQZF1DWWiuGVvOB4uo,Cozy Coffeehouse Covers,0.564,0.3,2,-9.295,1,0.033,0.879,0.0,0.0961,0.448,155.632,178490,4,56.0
13425,7lw7mmUri6oG70hhp6YAMP,Water and Salt,Without Me,37i9dQZF1DWWiuGVvOB4uo,Cozy Coffeehouse Covers,0.652,0.175,6,-12.252,1,0.0455,0.911,0.0,0.105,0.356,125.81,232803,4,43.0
13426,0U8jEPi2k3UZqHK0jvzEe0,Powell Sullivan,Let Me Down Slowly,37i9dQZF1DWWiuGVvOB4uo,Cozy Coffeehouse Covers,0.646,0.272,10,-9.907,0,0.0505,0.883,0.0,0.104,0.51,136.174,160962,4,42.0
13427,3y3nLykfrbL6zCLmfMNQVg,J-Que Beenz,Back To You,37i9dQZF1DWWiuGVvOB4uo,Cozy Coffeehouse Covers,0.667,0.24,1,-8.654,1,0.0324,0.695,0.0,0.115,0.357,139.983,215579,4,48.0
13428,1NWvbQI3bNfPxbxF9OQ1Ek,Amanda Yang,Dusk Till Dawn,37i9dQZF1DWWiuGVvOB4uo,Cozy Coffeehouse Covers,0.526,0.318,0,-8.884,1,0.0323,0.852,0.0,0.0974,0.165,75.008,208568,4,53.0
13430,18PrtmAcNMgZNy1edWuXGb,"Mother's Daughter, Beck Pete",A Sky Full of Stars,37i9dQZF1DWWiuGVvOB4uo,Cozy Coffeehouse Covers,0.643,0.11,6,-14.28,1,0.0294,0.876,1.38e-05,0.112,0.152,101.995,165067,4,56.0
13432,4iObEYRE4FLm0D90gmZFef,Thomas Daniel,Since U Been Gone - Acoustic Version,37i9dQZF1DWWiuGVvOB4uo,Cozy Coffeehouse Covers,0.538,0.162,5,-13.31,1,0.0299,0.847,0.0,0.114,0.366,94.981,221170,4,51.0
13434,1H7w7BA05jZOr7DWxnM97h,Drew Amaranth,Here I Go Again,37i9dQZF1DWWiuGVvOB4uo,Cozy Coffeehouse Covers,0.313,0.317,3,-10.903,1,0.046,0.883,0.0,0.118,0.444,79.007,262411,4,49.0
13435,6tmwEEqi4o7wpys88d0sqg,"Missy & Blonde, Julia Ross",Something Just Like This - Acoustic,37i9dQZF1DWWiuGVvOB4uo,Cozy Coffeehouse Covers,0.608,0.307,5,-10.859,0,0.0285,0.749,0.000252,0.156,0.505,99.938,189794,4,60.0
13437,5V0CRoCDeDpGTXZGWPTk3D,Reggii,Silence,37i9dQZF1DWWiuGVvOB4uo,Cozy Coffeehouse Covers,0.741,0.117,7,-12.427,0,0.049,0.931,0.000164,0.175,0.349,124.087,174838,4,51.0
13438,2nBrIzKacrNdIxs90FlsT1,Roses & Frey,Wake Me Up,37i9dQZF1DWWiuGVvOB4uo,Cozy Coffeehouse Covers,0.494,0.214,7,-11.041,1,0.0363,0.92,1.07e-05,0.107,0.35,125.981,196819,3,58.0
13440,62rdJywT2r3EAi1KHtw1DA,Halloran & Kate,Intentions,37i9dQZF1DWWiuGVvOB4uo,Cozy Coffeehouse Covers,0.613,0.335,8,-10.491,0,0.145,0.852,0.0,0.109,0.725,73.924,172272,4,42.0
13441,7e4Pftu2tzDeY0W0690OKQ,Thomas Daniel,What About Us - Acoustic,37i9dQZF1DWWiuGVvOB4uo,Cozy Coffeehouse Covers,0.427,0.229,4,-11.564,1,0.0364,0.935,7.37e-06,0.0958,0.222,125.195,255511,5,61.0
13442,2JcfyEmEWwdlgLKq44ALCU,Chlara,Everybody Wants to Rule the World,37i9dQZF1DWWiuGVvOB4uo,Cozy Coffeehouse Covers,0.547,0.224,4,-10.394,1,0.0285,0.883,0.0,0.122,0.512,103.631,218840,4,48.0
13443,4GKleQApcyCJduauR13QIi,Son De Durango,Wish You Were Here,37i9dQZF1DWWiuGVvOB4uo,Cozy Coffeehouse Covers,0.437,0.402,11,-9.116,1,0.026,0.837,8.49e-05,0.0967,0.424,151.313,198282,4,44.0
13444,0aIcKuGEu9NrI4r07KyJRc,Maygen Lacey,Castle on the Hill - Acoustic,37i9dQZF1DWWiuGVvOB4uo,Cozy Coffeehouse Covers,0.689,0.239,2,-8.686,1,0.0272,0.898,0.0,0.131,0.282,106.258,243587,4,50.0
13445,0jQmRrAMIuSsXSfh4tbkMV,"Luke Sital-Singh, Mahogany",Why Does It Always Rain on Me?,37i9dQZF1DWWiuGVvOB4uo,Cozy Coffeehouse Covers,0.582,0.191,3,-11.716,1,0.0465,0.746,0.0,0.108,0.268,112.725,218005,4,41.0
13446,6y0G798fs8GW7hgAZ9Jqbx,Ryan de Mel,Dare You To Move - Acoustic,37i9dQZF1DWWiuGVvOB4uo,Cozy Coffeehouse Covers,0.579,0.426,4,-7.666,1,0.0264,0.771,0.0,0.0817,0.52,133.019,246612,4,47.0
13447,5OtvDpNhxUde1hkAjvzSzE,"Lennon Stella, Kevin Garrett",Every Time You Go Away,37i9dQZF1DWWiuGVvOB4uo,Cozy Coffeehouse Covers,0.322,0.127,7,-14.197,1,0.0352,0.894,5.99e-05,0.143,0.119,144.2,265652,4,64.0
13449,1U5kTWnwhj1zrgOCRaU73X,Caj Morgan,I Will Wait - Acoustic,37i9dQZF1DWWiuGVvOB4uo,Cozy Coffeehouse Covers,0.675,0.258,1,-9.384,1,0.0307,0.803,0.0,0.29,0.351,119.756,161250,4,39.0
13450,6VtXVWUzeJ4BtW08ppm9CH,Rachael Nemiroff,Ridin' Solo,37i9dQZF1DWWiuGVvOB4uo,Cozy Coffeehouse Covers,0.437,0.275,10,-11.362,1,0.0406,0.889,1.31e-05,0.131,0.475,111.408,247853,3,46.0
13451,3NJfUFlW79oBXVK7RTzGtV,Treadlights,Dynamite,37i9dQZF1DWWiuGVvOB4uo,Cozy Coffeehouse Covers,0.607,0.279,2,-8.698,1,0.0495,0.804,0.0,0.336,0.694,179.706,151120,4,47.0
13452,4jAzQGA8cl7MtPzgNQ5Ehx,Music Travel Love,I'm Gonna Be (500 Miles),37i9dQZF1DWWiuGVvOB4uo,Cozy Coffeehouse Covers,0.795,0.529,11,-6.074,1,0.0388,0.36,0.0,0.388,0.437,115.076,227008,4,51.0
13453,3oWSDDSjKpLsqbszAvzOap,Greg Gould,Call Me,37i9dQZF1DWWiuGVvOB4uo,Cozy Coffeehouse Covers,0.445,0.126,5,-12.091,0,0.0631,0.932,0.0,0.151,0.259,97.611,220122,1,40.0
13454,5jkJkA8Dpu9a60s0LYfW2I,Cory Weeds,We Three,37i9dQZF1DWVqfgj8NZEp1,Coffee Table Jazz,0.505,0.271,5,-12.817,1,0.0367,0.926,0.866,0.105,0.203,98.63,661773,4,57.0
13455,7yRKzNvEQz9cngBQhjJp7L,Tate Jackson Trio,It's In The Middle Of The Night,37i9dQZF1DWVqfgj8NZEp1,Coffee Table Jazz,0.492,0.245,5,-15.352,0,0.036,0.89,0.868,0.0963,0.0613,110.479,219000,4,54.0
13456,31ZHADyvTbyRgQVw1u2SSW,Immanuel Wilkins,"Fugitive Ritual, Selah",37i9dQZF1DWVqfgj8NZEp1,Coffee Table Jazz,0.532,0.105,1,-16.424,1,0.0379,0.868,0.392,0.0976,0.341,141.875,347912,5,55.0
13457,24GGpPxMdDvCpy9vTmDc6U,Carl Winther Trio,Misty,37i9dQZF1DWVqfgj8NZEp1,Coffee Table Jazz,0.481,0.126,8,-20.213,1,0.0428,0.788,0.202,0.102,0.12,120.809,272528,4,54.0
13458,43QCn1fqNpaVllvjNXx5eX,"Walt Weiskopf, Carl Winther, Anders Mogensen, Andreas Lang",Other Jewels,37i9dQZF1DWVqfgj8NZEp1,Coffee Table Jazz,0.461,0.219,1,-10.488,1,0.0314,0.821,0.0597,0.217,0.175,106.692,347377,4,53.0
13459,0pH2mn7degF1qlAYpLubbi,Sebastian Gahler,Naoko,37i9dQZF1DWVqfgj8NZEp1,Coffee Table Jazz,0.487,0.261,10,-13.032,1,0.0351,0.963,0.654,0.107,0.162,118.67,383467,4,52.0
13461,1PdnJncOIXLLHOjWq6zQBE,Fredrik Kronkvist,Theme For Leon,37i9dQZF1DWVqfgj8NZEp1,Coffee Table Jazz,0.448,0.28,5,-13.437,0,0.0288,0.888,0.0286,0.0533,0.192,108.401,368710,4,52.0
13462,78pcTFrKHHttuJedO00g8j,Mason Embry Trio,It's You I Like,37i9dQZF1DWVqfgj8NZEp1,Coffee Table Jazz,0.46,0.204,7,-17.145,0,0.0352,0.957,0.936,0.109,0.175,107.296,286667,4,52.0
13463,1TKJu779sVM4bM1Kg0qNEF,Armel Dupas Trio,Habanera,37i9dQZF1DWVqfgj8NZEp1,Coffee Table Jazz,0.531,0.178,0,-18.002,1,0.0311,0.807,0.478,0.0566,0.191,91.706,288385,4,52.0
13464,7qLzoarYodaUHezJvndAdK,Bill Charlap Trio,I'll Know,37i9dQZF1DWVqfgj8NZEp1,Coffee Table Jazz,0.32,0.11,4,-21.339,1,0.047,0.926,0.817,0.0995,0.169,61.852,312453,4,55.0
13465,56OCZENfcrmeCpufvWZd0P,"Triosence, Paolo Fresu",Quiet Sense (feat. Paolo Fresu),37i9dQZF1DWVqfgj8NZEp1,Coffee Table Jazz,0.493,0.347,1,-15.713,1,0.0363,0.906,0.941,0.144,0.284,112.818,283999,4,53.0
13466,4qD7gLqAtSXFmS83Bj9Qyp,Joonas Tuuri Quartet,November,37i9dQZF1DWVqfgj8NZEp1,Coffee Table Jazz,0.486,0.207,0,-16.652,1,0.035,0.677,0.138,0.288,0.0933,109.38,269760,4,51.0
13467,5DvysWYH5vykA6l2PxzhjH,"Jakob Dreyer, Jimmy Macbride, Jason Rigby, Jon Cowherd",Seneca Village,37i9dQZF1DWVqfgj8NZEp1,Coffee Table Jazz,0.464,0.143,5,-17.757,0,0.0383,0.927,0.644,0.128,0.0871,116.55,370600,4,47.0
13468,4da36q6VCwrg4f5pIYx4uf,David Hazeltine,If I Should Lose You,37i9dQZF1DWVqfgj8NZEp1,Coffee Table Jazz,0.653,0.483,5,-14.184,0,0.0286,0.916,0.915,0.0964,0.581,107.643,327251,4,52.0
13469,3RjbEoLYFuyFj4DaDhR6LA,Harry Allen,The Rose Tattoo,37i9dQZF1DWVqfgj8NZEp1,Coffee Table Jazz,0.467,0.213,5,-14.091,0,0.0326,0.902,0.596,0.364,0.142,113.461,294600,3,50.0
13470,2uWwde69YzmzTOkIz9et5u,"Mareike Wiening, Rich Perry, Glenn Zaleski, Alex Goodman, Johannes Felscher",Future Memories,37i9dQZF1DWVqfgj8NZEp1,Coffee Table Jazz,0.552,0.239,2,-12.285,0,0.0306,0.966,0.881,0.0896,0.174,102.898,364080,4,49.0
13471,0UuDmmZHUPZb24gIODPiM4,"Chris Andrew, Ron Samsom, Olivier Holland, Roger Manins",Home,37i9dQZF1DWVqfgj8NZEp1,Coffee Table Jazz,0.403,0.145,10,-17.33,0,0.0351,0.957,0.234,0.114,0.156,114.104,394643,4,49.0
13472,3ospmAgXO287SaBU6RV4Gw,Hans Ulrik,A Nightingale Sang In Berkeley Square,37i9dQZF1DWVqfgj8NZEp1,Coffee Table Jazz,0.48,0.0536,1,-13.814,1,0.0395,0.95,0.112,0.0925,0.275,113.381,380445,4,49.0
13474,20qnvRo3H9PHXH6tn5EP6G,ARTEMIS,Song For Abdullah - Bonus,37i9dQZF1DWVqfgj8NZEp1,Coffee Table Jazz,0.43,0.191,1,-17.353,1,0.0312,0.938,0.778,0.137,0.151,101.301,371470,4,49.0
13475,585SL1gwCrAsddD4iYFK2M,Rob Van Bavel,De Tor Ahead,37i9dQZF1DWVqfgj8NZEp1,Coffee Table Jazz,0.565,0.244,5,-19.406,0,0.034,0.909,0.943,0.0927,0.211,67.836,290133,4,48.0
13476,2l9lJ9HxxXyGilNIjTdO3j,"Carl Winther Trio, Håkan Broström",Nancy (With the Laughing Face),37i9dQZF1DWVqfgj8NZEp1,Coffee Table Jazz,0.48,0.139,5,-13.435,1,0.0338,0.929,6.9e-05,0.155,0.193,111.778,290601,4,48.0
13477,1oK3iRgQrsfVjPPCRf9KoG,"Farnell Newton, Art Hirahara, Boris Kozlov, Joe Strasser, Brandon Wright",A Child Not Yet Born,37i9dQZF1DWVqfgj8NZEp1,Coffee Table Jazz,0.436,0.295,8,-12.157,1,0.0341,0.908,0.898,0.0845,0.237,119.083,313244,4,48.0
13478,44swRdyN58zo6GzdRtHcub,"Massimo Faraò, Piero Odorici, Nicola Barbon, Alessandro Buzzi, Davide Palladin",It's Easy to Remember,37i9dQZF1DWVqfgj8NZEp1,Coffee Table Jazz,0.49,0.239,5,-10.606,0,0.034,0.81,0.0495,0.198,0.26,123.863,276863,4,48.0
13479,7AP03AuSv0uWp0i3ef9HaH,"Joshua Espinoza, Kris Monson, Jaron Lamar Davis",And So it Goes,37i9dQZF1DWVqfgj8NZEp1,Coffee Table Jazz,0.583,0.138,0,-19.705,1,0.0549,0.95,0.904,0.114,0.179,126.416,284750,3,51.0
13480,6Flb140dcVJ0VyZeCAmakB,Marek Konarski,Soultrane,37i9dQZF1DWVqfgj8NZEp1,Coffee Table Jazz,0.586,0.111,5,-13.61,0,0.0561,0.867,0.89,0.0665,0.195,106.508,389789,4,35.0
13481,6sKHSin9KPb5mSJS0gysiv,Richard Baratta,Pure Imagination,37i9dQZF1DWVqfgj8NZEp1,Coffee Table Jazz,0.448,0.14,4,-15.912,0,0.0336,0.956,0.921,0.114,0.158,137.611,288600,4,46.0
13482,0qPQYLhCwZlVQ0yyTYUSTe,"Scott Hamilton, Jan Lundgren, Hans Backenroth, Kristian Leth",My Reverie,37i9dQZF1DWVqfgj8NZEp1,Coffee Table Jazz,0.481,0.221,0,-13.092,1,0.0374,0.859,0.624,0.119,0.231,96.84,372015,4,49.0
13483,41cORdbmswG9htvuswqSJP,"Karl-Martin Almqvist, The Modern Jazz Trio",OD,37i9dQZF1DWVqfgj8NZEp1,Coffee Table Jazz,0.523,0.217,1,-11.505,1,0.0574,0.882,0.657,0.0991,0.167,104.879,418779,4,47.0
13484,62kqshOHXpzRjnjU32j3tk,Lorenzo Tucci,Tutto,37i9dQZF1DWVqfgj8NZEp1,Coffee Table Jazz,0.635,0.288,8,-17.779,1,0.0297,0.891,0.901,0.155,0.143,131.985,318000,4,47.0
13485,34ENpx8bYPgYCTSTtRMcCC,"John Lee, Cory Weeds",Fabienne,37i9dQZF1DWVqfgj8NZEp1,Coffee Table Jazz,0.531,0.166,3,-14.514,1,0.0426,0.921,0.877,0.127,0.178,99.947,363240,4,46.0
