,id_x,track.artists,track.name,playlist_id,name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,track.popularity
16970,2Qj1FilGsXITZbFVmVeoLy,Freddie King,I'm Tore Down,37i9dQZF1DXaPpS4GmGB4L,Upbeat Blues,0.64,0.496,2,-11.124,1,0.0413,0.616,4.63e-05,0.183,0.954,116.632,253333,4,54.0
16971,5Oc0vLGWdEWeCqIU8zyELt,Big Mama Thornton,Hound Dog,37i9dQZF1DXaPpS4GmGB4L,Upbeat Blues,0.563,0.542,9,-10.862,1,0.0962,0.706,3.59e-05,0.355,0.785,133.285,181000,4,58.0
16972,5jH6P7e6RUGZnFGTeq3pUe,The Black Keys,For the Love of Money,37i9dQZF1DXaPpS4GmGB4L,Upbeat Blues,0.571,0.626,5,-6.929,0,0.0372,0.174,0.0017,0.111,0.523,97.191,211200,4,57.0
16973,0uqCSaw89DrglZ8LTgMfvM,Muddy Waters,The Blues Had a Baby and They Named It Rock and Roll,37i9dQZF1DXaPpS4GmGB4L,Upbeat Blues,0.555,0.883,2,-8.052,1,0.0463,0.492,0.669,0.744,0.759,114.172,214733,4,39.0
16974,2OXDdCck0bMDIUCpaIMBJS,J.J. Cale,Midnight In Memphis,37i9dQZF1DXaPpS4GmGB4L,Upbeat Blues,0.759,0.426,0,-14.165,1,0.0346,0.14,0.764,0.0733,0.858,111.335,263960,4,35.0
16975,6mGy6bzPJ6hrgPnVJZCEd4,Ry Cooder,Crossroads - 2008 Remaster,37i9dQZF1DXaPpS4GmGB4L,Upbeat Blues,0.632,0.736,0,-13.945,1,0.0481,0.322,0.0,0.339,0.744,136.373,264200,4,42.0
16976,5I9dM2pwqMAQm266lUII5P,T-Bone Walker,Shufflin' the Blues,37i9dQZF1DXaPpS4GmGB4L,Upbeat Blues,0.663,0.727,5,-4.961,1,0.0407,0.594,0.865,0.183,0.882,80.829,201827,4,38.0
16977,4SHIHwvtqgRO25NQ5eOChk,"Christone ""Kingfish"" Ingram",That's What You Do,37i9dQZF1DXaPpS4GmGB4L,Upbeat Blues,0.501,0.886,9,-4.678,1,0.0532,0.0797,0.0148,0.355,0.77,110.209,203481,4,30.0
16978,57W5o6ojTFtydDMZ0mDDB3,Little Walter,Juke,37i9dQZF1DXaPpS4GmGB4L,Upbeat Blues,0.566,0.657,4,-10.33,1,0.0693,0.751,0.896,0.156,0.643,145.359,164893,4,51.0
16979,2R7uUQ0Dehu80gsOcydQC9,Bo Diddley,Bo Diddley,37i9dQZF1DXaPpS4GmGB4L,Upbeat Blues,0.809,0.701,0,-12.484,1,0.0574,0.176,0.0,0.184,0.563,105.696,149013,4,54.0
16980,5TTctmQn2AlFAgdCB5sGoU,Robert Finley,Sharecropper’s Son,37i9dQZF1DXaPpS4GmGB4L,Upbeat Blues,0.535,0.665,9,-6.716,1,0.0424,0.343,0.00426,0.171,0.645,126.624,186960,4,39.0
16981,5QHrCl8kOMIFOWYQQzHXFH,Chuck Berry,Nadine - Stereo Remix,37i9dQZF1DXaPpS4GmGB4L,Upbeat Blues,0.803,0.502,10,-11.86,1,0.0818,0.612,4.57e-06,0.0946,0.95,140.613,169000,4,48.0
16982,2r6Ve8kNEzqg3u45UL0muX,Professor Longhair,Big Chief - Remastered,37i9dQZF1DXaPpS4GmGB4L,Upbeat Blues,0.56,0.73,1,-5.69,1,0.0362,0.219,0.144,0.179,0.963,151.594,194667,4,49.0
16983,1TrOTKixl3cYx8FICICXzK,Howlin' Wolf,Wang Dang Doodle,37i9dQZF1DXaPpS4GmGB4L,Upbeat Blues,0.403,0.653,11,-13.305,0,0.037,0.717,0.0,0.203,0.739,93.421,147400,4,40.0
16984,5K78KRl57O0mzqj4Ea722D,Sonny Boy Williamson II,Peach Tree - Mono Version,37i9dQZF1DXaPpS4GmGB4L,Upbeat Blues,0.541,0.73,7,-6.564,1,0.13,0.753,1.68e-06,0.351,0.857,165.387,157000,4,26.0
16985,4HEmPMRG1Mz4pYEpYbWTO0,Bo Diddley,You Can't Judge A Book By Its Cover,37i9dQZF1DXaPpS4GmGB4L,Upbeat Blues,0.847,0.322,1,-12.922,1,0.0546,0.239,0.0,0.0778,0.946,114.557,194853,4,47.0
16986,2VxnY6jbl0SckkZp9wrNF7,Elmore James,Shake Your Money Maker,37i9dQZF1DXaPpS4GmGB4L,Upbeat Blues,0.499,0.674,2,-5.484,1,0.0517,0.705,0.000273,0.0775,0.627,100.741,152893,4,34.0
16987,1dLquP9t2o2O9gUeK6JWVy,"Blues Traveler, Mickey Raphael",Roadhouse Blues,37i9dQZF1DXaPpS4GmGB4L,Upbeat Blues,0.638,0.812,9,-3.494,1,0.043,0.269,0.00148,0.117,0.906,121.918,265387,4,33.0
16988,0WDsLvL9DKjj3qjed4IBa0,Allman Brothers Band,"Done Somebody Wrong - Live At The Fillmore East, March 1971",37i9dQZF1DXaPpS4GmGB4L,Upbeat Blues,0.49,0.622,5,-9.982,1,0.0688,0.319,0.0505,0.944,0.638,145.408,275304,4,39.0
16989,5H28g1Be16hLJaz3RrWCpQ,Slim Harpo,Shake Your Hips - Single Version,37i9dQZF1DXaPpS4GmGB4L,Upbeat Blues,0.746,0.418,7,-13.563,1,0.0708,0.984,0.0925,0.132,0.736,94.459,149800,4,43.0
16990,2Nb9zyzAm1pwUamEetGS7x,"John Mayall, Marcus King",Can't Take No More,37i9dQZF1DXaPpS4GmGB4L,Upbeat Blues,0.587,0.803,8,-6.279,0,0.0628,0.269,0.399,0.156,0.835,100.055,225359,4,29.0
16991,1oT20g6f8rvymheUIdFr19,Stevie Ray Vaughan,Pride and Joy,37i9dQZF1DXaPpS4GmGB4L,Upbeat Blues,0.426,0.693,8,-9.759,1,0.0377,0.0251,0.0065,0.101,0.751,126.804,219840,4,52.0
16992,6ZFqJbqlCmFCEKepLo97FX,Elmore James,Madison Blues,37i9dQZF1DXaPpS4GmGB4L,Upbeat Blues,0.553,0.819,2,-8.202,1,0.0442,0.736,0.00694,0.254,0.778,135.64,142813,4,39.0
16993,2itCQlm9s7yW21eZoF4eyH,Sonny Boy Williamson II,One Way Out - Mono Version,37i9dQZF1DXaPpS4GmGB4L,Upbeat Blues,0.595,0.676,2,-6.145,1,0.0462,0.511,0.0,0.0923,0.856,112.674,168467,4,38.0
16994,6VkaGRe98A6x7S5dGmxd30,"Buddy Guy, Junior Wells",Messin' with the Kid,37i9dQZF1DXaPpS4GmGB4L,Upbeat Blues,0.723,0.738,5,-8.571,1,0.0442,0.812,0.0108,0.0829,0.809,120.094,135547,4,39.0
16995,6iXthXEPC9OJi9UkOZSN2g,"Hank Williams, Jr.",Georgia Women,37i9dQZF1DXaPpS4GmGB4L,Upbeat Blues,0.334,0.837,2,-6.988,1,0.0689,0.0438,0.504,0.136,0.415,178.816,245280,4,31.0
16996,1srQrPOCvEGRn5kScgDnTv,Sugaray Rayford,Time to Get Movin',37i9dQZF1DXaPpS4GmGB4L,Upbeat Blues,0.515,0.917,2,-4.199,1,0.0753,0.0226,0.00236,0.108,0.807,186.029,217362,4,16.0
16997,3sMTG1l0htXEgzf7vaQEOY,Albert Cummings,Sounds Like The Road,37i9dQZF1DXaPpS4GmGB4L,Upbeat Blues,0.484,0.803,1,-5.518,0,0.0351,0.0305,0.000123,0.0984,0.403,87.986,250971,4,21.0
16998,3w7JOstC58U7VxTQcm7GIN,The Paul Butterfield Blues Band,Mellow Down Easy,37i9dQZF1DXaPpS4GmGB4L,Upbeat Blues,0.595,0.717,2,-8.908,1,0.0334,0.708,0.00302,0.28,0.787,118.629,171040,4,28.0
16999,06MLrSTAZxLhdrIpHPt2GO,B.B. King,You Move Me So,37i9dQZF1DXaPpS4GmGB4L,Upbeat Blues,0.662,0.704,2,-8.742,1,0.101,0.81,0.0,0.0896,0.784,131.427,124800,4,25.0
17000,7cqji2mGT2RZLt8MdpH0Eb,Blue Moon Marquee,Hound Dog On a Chain,37i9dQZF1DXaPpS4GmGB4L,Upbeat Blues,0.473,0.762,7,-7.838,0,0.0328,0.554,0.0167,0.0989,0.754,165.264,201640,4,21.0
17001,54sI3jSzu7Q3xaiU9o2nI7,Guitar Shorty,Old School,37i9dQZF1DXaPpS4GmGB4L,Upbeat Blues,0.479,0.781,7,-3.794,1,0.0268,0.0153,0.00275,0.0578,0.752,93.403,239427,4,30.0
17002,0FVuyC9RP5MACjp4lgU3qZ,"Clams Casino, Imogen Heap",I'm God,37i9dQZF1DX0h2LvJ7ZJ15,slowed and reverbed,0.529,0.641,2,-6.78,1,0.0336,0.0711,0.76,0.102,0.089,141.927,277711,4,63.0
17004,6xWbpC8KpcItoGd8ZOKJlU,Ghost,Mary On A Cross - slowed + reverb,37i9dQZF1DX0h2LvJ7ZJ15,slowed and reverbed,0.468,0.838,6,-5.756,0,0.0433,9.42e-05,0.196,0.0896,0.259,115.812,274783,4,67.0
17005,4ItmLaoV2YCCx0MKKQOTNT,Mo Beats,Righteous (SLOW & REVERB),37i9dQZF1DX0h2LvJ7ZJ15,slowed and reverbed,0.56,0.867,10,-8.169,0,0.0385,0.00285,0.721,0.172,0.0362,148.972,180404,4,63.0
17006,6IaSUc4wx1rzo8lGs4KOot,"Hisohkah, WMD",School Rooftop - Slowed Down Version,37i9dQZF1DX0h2LvJ7ZJ15,slowed and reverbed,0.74,0.255,10,-7.293,1,0.0534,0.275,0.894,0.105,0.231,142.568,193732,4,69.0
17007,5faeolAsubn6KYYTYxpFRc,Lawrence Hart,Within These Walls - Slow Down Rework,37i9dQZF1DX0h2LvJ7ZJ15,slowed and reverbed,0.317,0.177,5,-19.332,1,0.0362,0.972,0.979,0.0916,0.114,137.962,167241,3,36.0
17008,0S986gqvIWWdZzTKZGqKfU,"Charli XCX, Perfume Genius",Good Ones - Perfume Genius Remix,37i9dQZF1DX0h2LvJ7ZJ15,slowed and reverbed,0.494,0.606,5,-8.604,1,0.0295,0.0991,0.273,0.122,0.223,171.948,203613,4,42.0
17009,6ivAviar2zmiKrQ397I4rG,Ezekiel,help_urself - slowed,37i9dQZF1DX0h2LvJ7ZJ15,slowed and reverbed,0.302,0.767,2,-7.128,1,0.074,0.0029,0.00221,0.134,0.144,150.89,151431,4,64.0
17010,6D5ahExQvVjiA2PnNtcPCb,KUTE,AVOID ME - Slowed + Reverb,37i9dQZF1DX0h2LvJ7ZJ15,slowed and reverbed,0.6,0.948,5,-2.646,0,0.0881,0.00288,0.808,0.885,0.759,94.55,127547,4,57.0
17011,5RE3w3M9g5vsotdIVtLONq,DVRST,Close Eyes - Slowed + Reverb,37i9dQZF1DX0h2LvJ7ZJ15,slowed and reverbed,0.748,0.631,10,-10.057,0,0.051,0.0799,0.838,0.104,0.0799,88.502,143769,4,75.0
17012,5tRnzF4v2KL72QQdCjopyt,"Phantogram, xxtristanxo, Slowed Radio, Future Islands",Black Out Days - Future Islands Remix (Slowed),37i9dQZF1DX0h2LvJ7ZJ15,slowed and reverbed,0.535,0.402,9,-10.884,1,0.031,0.000748,0.734,0.0812,0.0862,142.847,214395,4,67.0
17013,27eiUzfUEc75ujJbn68s53,"MUPP, Sadfriendd",vendetta! - Slowed + Reverb,37i9dQZF1DX0h2LvJ7ZJ15,slowed and reverbed,0.697,0.91,8,-4.124,1,0.163,0.217,0.000868,0.127,0.387,113.058,117400,4,64.0
17014,64WvcIKpNx95kiHPTiijYI,Tucked In,floral notes - slowed + reverbed,37i9dQZF1DX0h2LvJ7ZJ15,slowed and reverbed,0.795,0.533,6,-10.357,1,0.12,0.82,0.0687,0.107,0.667,124.479,174886,4,32.0
17015,5x4R7DNsMj5ZFSJR63GVjV,Ricky Montgomery,This December - slow,37i9dQZF1DX0h2LvJ7ZJ15,slowed and reverbed,0.675,0.836,6,-5.205,1,0.0355,0.0201,1.26e-06,0.0667,0.827,118.987,213784,4,47.0
17016,0aswWa6WvtPPCNSDTneSay,"LLusion, Hal Walker",Meh (Banakula) - Slowed,37i9dQZF1DX0h2LvJ7ZJ15,slowed and reverbed,0.722,0.392,5,-13.57,0,0.0418,0.496,0.939,0.113,0.576,189.397,106868,5,53.0
17017,5tyiYmxmihXZi0ASdPqsTo,AREZRA,Feel Like (Slowed),37i9dQZF1DX0h2LvJ7ZJ15,slowed and reverbed,0.728,0.684,1,-5.362,1,0.0279,0.00893,0.293,0.156,0.19,99.184,217200,4,47.0
17018,1AjVuojxTZXTdea148KbHJ,CREEPYMANE,Desolation - Slowed,37i9dQZF1DX0h2LvJ7ZJ15,slowed and reverbed,0.657,0.6,6,-5.739,0,0.0505,0.0747,0.263,0.152,0.286,111.977,120010,4,43.0
17019,4WR5MhgQr1TtJfuEgBE4jC,Harmless,Swing Lynn - Slowed Version,37i9dQZF1DX0h2LvJ7ZJ15,slowed and reverbed,0.614,0.858,8,-2.678,1,0.0305,0.0894,0.716,0.16,0.2,116.781,448000,4,66.0
17020,3pYvs3jAA5APaB5cax7eXr,Solstice,Bad Habits (Slowed + Reverb),37i9dQZF1DX0h2LvJ7ZJ15,slowed and reverbed,0.618,0.546,11,-12.558,1,0.123,0.00805,0.000875,0.312,0.286,144.367,187559,4,49.0
17021,75nT6XIsMfJ1Ul5sF6hlRb,PLAZA,Use Me (Slowed + Reverb),37i9dQZF1DX0h2LvJ7ZJ15,slowed and reverbed,0.557,0.41,8,-10.259,0,0.0295,0.117,0.000524,0.0932,0.0559,97.921,279750,4,47.0
17022,0YhbiKLcr7Qd0rnpeamGNX,"Mike Shinoda, UPSAHL, iann dior",Happy Endings (feat. iann dior and UPSAHL) - slowed + reverb,37i9dQZF1DX0h2LvJ7ZJ15,slowed and reverbed,0.596,0.949,5,-2.788,1,0.0479,0.0359,0.0,0.096,0.453,113.02,237362,4,44.0
17023,6pdyvJQkPkwo2WoDH7tFHO,Magdalena Bay,Killshot - Slowed + Reverb,37i9dQZF1DX0h2LvJ7ZJ15,slowed and reverbed,0.624,0.6,1,-7.8,1,0.0383,0.00114,0.00134,0.0676,0.379,84.122,278075,4,62.0
17024,7xnElMPFCmSlMJ0AY2hnxc,"Whales, Fraxo, Lox Chatterbox",Dead To Me - Slow + Reverb,37i9dQZF1DX0h2LvJ7ZJ15,slowed and reverbed,0.682,0.543,1,-8.66,1,0.0688,0.261,0.0,0.108,0.112,127.526,267228,4,74.0
17025,2G33CEeAZN5RCI7cL4sQGb,"slow//reverb, Ryan Celsius Sounds, Ralph Rodolen",Presentere Fine Design - Slowed + Reverb,37i9dQZF1DX0h2LvJ7ZJ15,slowed and reverbed,0.435,0.651,1,-11.672,0,0.194,0.0119,0.0103,0.109,0.424,73.717,208000,4,33.0
17026,4vqFDdkdribP2ykIOgnAjx,"Brothel, barnacle boi, Derek Pope",Us and Them,37i9dQZF1DX0h2LvJ7ZJ15,slowed and reverbed,0.541,0.666,10,-6.618,1,0.0552,0.187,0.0985,0.22,0.329,115.078,166957,3,47.0
17027,0UYUdfqkHplLojTuEKMqtC,prodby668,prolly my spookiest beat (slowed + reverb),37i9dQZF1DX0h2LvJ7ZJ15,slowed and reverbed,0.733,0.642,1,-11.022,1,0.0435,0.016,0.623,0.109,0.376,124.5,141510,4,70.0
17028,7vU308OLwga3urbN8aUPp6,Hucci,Vision - Slowed,37i9dQZF1DX0h2LvJ7ZJ15,slowed and reverbed,0.676,0.32,1,-13.842,0,0.0354,0.0219,0.127,0.0849,0.0997,105.793,299573,4,58.0
17029,6vcmX4oqF5CbEASUq7pnOc,reptilelegit,edibles - slowed + reverb,37i9dQZF1DX0h2LvJ7ZJ15,slowed and reverbed,0.765,0.503,5,-16.981,0,0.103,0.209,0.769,0.0767,0.636,131.798,153066,4,38.0
17030,4oKjiIqpMpvglxaNUm3VYn,"slowed down music, do not resurrect",2077 (Slowed + Reverb),37i9dQZF1DX0h2LvJ7ZJ15,slowed and reverbed,0.744,0.756,8,-7.918,1,0.227,0.028,0.272,0.112,0.471,101.75,156823,4,50.0
17031,7lCu7IgWLKeHBGcTR4HfgX,Aaryan Shah,Renegade (Slowed + Reverb),37i9dQZF1DX0h2LvJ7ZJ15,slowed and reverbed,0.5,0.429,5,-12.754,0,0.0396,0.457,0.408,0.364,0.0817,82.496,279250,4,68.0
17032,1GcY5sO7zMpyslzeCW27nU,"A.Oonthebeat, Jupyter",Faster (Slowed & Reverb),37i9dQZF1DX0h2LvJ7ZJ15,slowed and reverbed,0.535,0.576,11,-13.001,0,0.217,0.0209,0.748,0.433,0.257,107.174,199817,4,50.0
17033,3pQF5dp3vQevA6EUbmKMlY,whenthecitysleeps,i think you're the one (slowed + reverbed),37i9dQZF1DX0h2LvJ7ZJ15,slowed and reverbed,0.149,0.0849,2,-27.845,1,0.0359,0.979,0.886,0.0867,0.0562,89.676,269333,4,41.0
17034,34itnB3u4NTwj9ctVfiPmC,"Madonna, Sickick, 070 Shake",Frozen (feat. 070 Shake),37i9dQZF1DX0h2LvJ7ZJ15,slowed and reverbed,0.68,0.638,1,-6.324,1,0.0366,0.0352,0.0,0.137,0.23,110.004,139636,4,61.0
17035,7If5tD4wQaZr2FKDBX7MLY,Palm Paradise,On Her Own (Slowed + Reverb),37i9dQZF1DX0h2LvJ7ZJ15,slowed and reverbed,0.692,0.681,1,-4.922,1,0.0434,0.0446,0.000492,0.123,0.153,127.787,120404,4,46.0
17036,4S2TY8hfkkIwE12UG8PpjH,esfhn,SEQUEL - slowed + reverbed,37i9dQZF1DX0h2LvJ7ZJ15,slowed and reverbed,0.63,0.619,1,-9.892,1,0.0279,0.116,0.359,0.167,0.225,107.974,222339,4,32.0
17037,2vWBUC9djv6BtiGlmKiQaH,Yot Club,YKWIM?,37i9dQZF1DX0h2LvJ7ZJ15,slowed and reverbed,0.372,0.537,9,-7.623,1,0.0305,0.937,0.873,0.287,0.228,123.735,212750,3,84.0
17038,7qrV4AUCJSioKXBaWP9qFn,"Outkast, slater",Elevators (Me & You) - slowed + reverb,37i9dQZF1DX0h2LvJ7ZJ15,slowed and reverbed,0.719,0.672,11,-10.51,0,0.235,0.0253,0.00104,0.0615,0.527,75.049,300267,4,41.0
17039,4FstujySEAxUrrCZJ44fzn,Playboiruto,Call (S&R),37i9dQZF1DX0h2LvJ7ZJ15,slowed and reverbed,0.723,0.437,8,-12.288,1,0.0444,0.557,0.278,0.107,0.13,129.212,152486,3,32.0
17040,5RNfYbSht0gQR6ZldRPQoy,$avage KD,Could Be Friends - Slowed,37i9dQZF1DX0h2LvJ7ZJ15,slowed and reverbed,0.846,0.258,10,-21.296,0,0.184,0.197,1.31e-06,0.108,0.412,121.845,240536,4,32.0
17041,1Ru22iXxIAIhdvKf1VLRbg,Soccer Mommy,Shotgun - slowed + reverb,37i9dQZF1DX0h2LvJ7ZJ15,slowed and reverbed,0.364,0.66,3,-6.966,1,0.0306,0.00766,0.904,0.0764,0.642,205.934,283797,4,40.0
17042,2bYke7qBGuXWr4bM2K1TFj,AFTXRPXRTY,Naturally - SLOWED + REVERB,37i9dQZF1DX0h2LvJ7ZJ15,slowed and reverbed,0.603,0.318,7,-11.518,0,0.0384,0.783,8.59e-06,0.127,0.241,122.425,215845,5,30.0
17043,4E3KOqQvFCq8j0d8XeaNq6,"Masego, DJ Candlestick, OG Ron C, Don Toliver",Mystery Lady - ChopNotSlop Remix,37i9dQZF1DX0h2LvJ7ZJ15,slowed and reverbed,0.766,0.395,8,-13.631,1,0.143,0.371,0.0,0.105,0.587,126.906,312755,4,43.0
17044,0ZJ09tmBmKJlUTz8y7qDCV,JELEEL!,DIVE IN! - SLOWED REVERB!,37i9dQZF1DX0h2LvJ7ZJ15,slowed and reverbed,0.659,0.596,1,-4.854,1,0.0303,0.000137,0.000932,0.163,0.0607,110.39,127500,4,53.0
17045,1v5kWYr0Qez6Fi5iU8qlI3,"Indigo, Elias Nava, wintrs",All That Glitters (Slowed and Reverbed),37i9dQZF1DX0h2LvJ7ZJ15,slowed and reverbed,0.669,0.625,0,-7.016,0,0.0529,0.298,0.0462,0.108,0.0945,129.113,231514,4,30.0
17046,1DquVGwnTyGBauyHqyEsDH,"penelope Q, Rahmell Green",slippin' to you - slowed + reverb remix,37i9dQZF1DX0h2LvJ7ZJ15,slowed and reverbed,0.484,0.698,8,-9.916,1,0.0337,0.0106,0.344,0.105,0.525,100.075,250404,4,41.0
17047,1ellE0yI1aoUrjN1iEjdIK,"Sum 41, uChill",Fat Lip - Slowed + Reverb,37i9dQZF1DX0h2LvJ7ZJ15,slowed and reverbed,0.454,0.886,9,-7.009,1,0.0787,0.000136,0.000106,0.231,0.378,147.405,238293,4,40.0
17048,2MIN69blJN75MamkHPdSNT,"Ice Bear, Shiloh Dynasty",Soul (Slowed Down),37i9dQZF1DX0h2LvJ7ZJ15,slowed and reverbed,0.757,0.295,2,-10.656,0,0.0494,0.681,0.31,0.106,0.202,152.132,116842,4,41.0
17049,1OXZ6BMqdf1KOIIzMiY014,"Chrmng,",Are You Lying To Your Therapist About Being Sober Again? Yes. - slowed + reverb,37i9dQZF1DX0h2LvJ7ZJ15,slowed and reverbed,0.481,0.649,8,-9.835,1,0.028,0.415,0.353,0.106,0.437,156.426,204000,4,43.0
17050,4h2JCQFzIhhKnpRVPiygHe,"ZRobb, Shiloh Dynasty",I Miss You 2 - Slowed and Reverb,37i9dQZF1DX0h2LvJ7ZJ15,slowed and reverbed,0.663,0.446,1,-14.67,1,0.105,0.826,0.807,0.116,0.599,105.799,129289,4,40.0
17051,1XV9T4WLr3N4xacgl58hvT,Rosa Linn,SNAP - Low and Slow,37i9dQZF1DX0h2LvJ7ZJ15,slowed and reverbed,0.623,0.547,9,-9.345,1,0.0499,0.241,3.19e-05,0.15,0.514,149.973,203492,4,61.0
17052,40NU01ZkeQlzMfUuf4aWNm,Young Fanatic,Shhh (Pew Pew) [Slowed + Reverb],37i9dQZF1DX0h2LvJ7ZJ15,slowed and reverbed,0.815,0.685,5,-9.606,1,0.115,0.128,0.000977,0.094,0.72,146.047,132796,4,55.0
17053,4iUX9qCWkcwLkZCH8AFzCc,Nicolello,Floating In Space,37i9dQZF1DX82pCGH5USnM,Lounge - Soft House,0.695,0.538,2,-12.19,1,0.0342,0.102,0.875,0.123,0.168,118.007,152288,4,61.0
17054,53XQa4c87MqktZqgvNpnYh,Milli V,Flume,37i9dQZF1DX82pCGH5USnM,Lounge - Soft House,0.679,0.318,6,-14.668,0,0.0567,0.405,0.903,0.14,0.204,103.02,136858,4,54.0
17055,79zkDBN7aTXvU9pVRPyO9I,Yasumaru,They Were Always Here,37i9dQZF1DX82pCGH5USnM,Lounge - Soft House,0.777,0.417,9,-11.041,1,0.0491,0.0535,0.921,0.0862,0.526,121.843,159640,4,52.0
17056,1Sd7pRxyFcUNO9Gv6GCjFo,Milous,Kayser,37i9dQZF1DX82pCGH5USnM,Lounge - Soft House,0.754,0.63,5,-8.894,0,0.0437,0.0894,0.793,0.341,0.318,113.999,171579,4,47.0
17057,2SvDldertcHX0y6kGDhtU3,Bonsaye,Sumatra,37i9dQZF1DX82pCGH5USnM,Lounge - Soft House,0.798,0.689,7,-8.788,0,0.0766,0.113,0.858,0.0964,0.202,119.994,197048,4,53.0
17058,57H1bcqbsyrGHfTebZddzy,Ran the Man,Drifted,37i9dQZF1DX82pCGH5USnM,Lounge - Soft House,0.809,0.654,6,-8.804,0,0.0526,0.0688,0.916,0.106,0.247,118.998,245107,4,53.0
17059,2QYrwIPguH63XwDKU7Zn4j,West & Zander,Gubei,37i9dQZF1DX82pCGH5USnM,Lounge - Soft House,0.792,0.545,9,-11.37,0,0.053,0.274,0.886,0.0859,0.0431,119.968,296875,4,56.0
17060,56xQeo2Z64CwjDGLi4OGni,Cámille,Beau,37i9dQZF1DX82pCGH5USnM,Lounge - Soft House,0.74,0.496,0,-14.808,1,0.0472,0.127,0.739,0.111,0.0505,115.019,152619,4,57.0
17061,6BrefcF8TggvpBQwhOeSCT,dim figure,Serenity,37i9dQZF1DX82pCGH5USnM,Lounge - Soft House,0.78,0.772,8,-10.935,1,0.0433,0.148,0.87,0.0844,0.603,117.965,167055,4,56.0
17062,2TU4uc1YAQrWV57fJ7TPk4,Far Orange,Blue Gold,37i9dQZF1DX82pCGH5USnM,Lounge - Soft House,0.727,0.586,5,-9.451,0,0.0427,0.0783,0.902,0.108,0.157,110.001,224909,4,57.0
17063,3oIEmx0I8qfBb01lKTe4uE,Basaux,Lunar Soil,37i9dQZF1DX82pCGH5USnM,Lounge - Soft House,0.749,0.477,9,-12.583,1,0.0364,0.0546,0.825,0.0995,0.473,110.008,160500,4,53.0
17064,3ShpwQAo4AYXGZzkcXbq4H,Milous,Deep Mist,37i9dQZF1DX82pCGH5USnM,Lounge - Soft House,0.757,0.407,3,-14.847,0,0.0354,0.296,0.851,0.35,0.259,114.973,189767,4,56.0
17065,7fgVaKoydGeWhiQLJ5tTHd,quirks & features,Why guess the time,37i9dQZF1DX82pCGH5USnM,Lounge - Soft House,0.764,0.41,5,-14.193,1,0.0758,0.239,0.893,0.103,0.271,118.979,144202,4,51.0
17066,4YGkHrj5NQzSn3q2aJ4C9O,Plomb,Demurity,37i9dQZF1DX82pCGH5USnM,Lounge - Soft House,0.814,0.61,0,-10.266,0,0.0421,0.0736,0.859,0.108,0.702,118.063,166780,4,58.0
17067,5dNmmqqsVpsskU332r1ha5,Baijings,Missing U,37i9dQZF1DX82pCGH5USnM,Lounge - Soft House,0.752,0.521,4,-7.681,0,0.0386,0.00229,0.0881,0.489,0.624,115.981,138621,4,53.0
17068,4wRSpt0ZILCSt8Wxco9l12,Poreniacs,Catch Up,37i9dQZF1DX82pCGH5USnM,Lounge - Soft House,0.824,0.787,4,-10.059,0,0.0701,0.67,0.928,0.0951,0.204,120.007,172000,4,54.0
17069,1L23g6T4UqzgP183gU8yET,Mad Traks,In Décadence,37i9dQZF1DX82pCGH5USnM,Lounge - Soft House,0.709,0.205,8,-18.492,1,0.0964,0.454,0.874,0.112,0.127,110.067,124621,4,54.0
17070,1q3rZdIOgKe4LQPpcBqiyo,metricity,tanlines,37i9dQZF1DX82pCGH5USnM,Lounge - Soft House,0.869,0.675,11,-9.779,1,0.0495,0.282,0.821,0.104,0.101,117.972,180669,4,52.0
17071,53WQnXY1i3ccnQJe4ww0Lv,Belloq,Cosmic Dancer,37i9dQZF1DX82pCGH5USnM,Lounge - Soft House,0.857,0.661,1,-8.715,1,0.0503,0.565,0.85,0.0964,0.476,115.003,179870,4,53.0
17072,6K43OgWy4rxmz7iKHij6Ua,Tim Olsson,Magic Touch,37i9dQZF1DX82pCGH5USnM,Lounge - Soft House,0.541,0.658,5,-9.318,0,0.0771,0.00564,0.845,0.869,0.109,105.063,132595,4,50.0
17073,6Mt18ydq7WJJoV0orYsejJ,Co Kluin,Summer Starters,37i9dQZF1DX82pCGH5USnM,Lounge - Soft House,0.817,0.446,4,-11.477,0,0.0394,0.102,0.839,0.224,0.12,114.991,150118,4,46.0
17074,3sNJk8AHxK2MMGk1n1bZw3,Son-us,Pendeln,37i9dQZF1DX82pCGH5USnM,Lounge - Soft House,0.815,0.444,8,-11.385,1,0.126,0.00699,0.834,0.106,0.249,117.002,180723,4,47.0
17075,7oMhsZbEo17nDpVLHM43sJ,4TB,perspectives,37i9dQZF1DX82pCGH5USnM,Lounge - Soft House,0.803,0.62,6,-8.707,1,0.0457,0.107,0.845,0.0835,0.724,116.003,201760,4,46.0
17076,1HnFqtNMbrUrkbRUxRD3Sl,Moonkids,Waiting,37i9dQZF1DX82pCGH5USnM,Lounge - Soft House,0.706,0.565,8,-10.357,0,0.107,0.192,0.131,0.111,0.478,114.993,159153,4,56.0
